name,address,lat,lng,business_status,rating,user_ratings_total,types,ID_Kelurahan
DTA Al-Furqon,"Jalan Cidurian Utara RT.04/RW.09, Sukapura",-6.9362632,107.6546447,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.21.6_1
TK Bina Mandiri,"Jalan Budi No.70, Sukaraja",-6.8891206,107.5602586,OPERATIONAL,5,4,"point_of_interest, school, establishment",IDN.9.14.16.6_1
SMK Negeri 11 Bandung,"Jalan Raya Cilember RT.01/RW.04, Sukaraja",-6.8905271,107.5583301,OPERATIONAL,4.6,265,"secondary_school, point_of_interest, school, establishment",IDN.9.14.16.6_1
SMP Hikmah Teladan,"Jalan Raya Cilember No.286, Sukaraja",-6.8895983,107.557969,OPERATIONAL,5,43,"point_of_interest, school, establishment",IDN.9.14.16.6_1
Elementary School Pasirkaliki 7,"Jalan Babakan Cianjur No.81, Sukaraja",-6.8931413,107.5645627,OPERATIONAL,4.8,19,"primary_school, point_of_interest, school, establishment",IDN.9.14.16.6_1
TK Islam Al Ikhlas,"Jalan Mega Mekar No.13, Sukaraja",-6.8942882,107.5680107,OPERATIONAL,3,1,"point_of_interest, school, establishment",IDN.9.14.16.6_1
SMP PGRI 4 Kota Bandung,"Jalan Gunung Batu No.30, Sukaraja",-6.891273,107.5630116,OPERATIONAL,4.8,6,"point_of_interest, school, establishment",IDN.9.14.16.6_1
TK ISLAM THUFAZKA,"Jalan Sukahaji No.55 A, RT.01/RW.03, Sukarasa",-6.875772,107.584199,OPERATIONAL,4.6,8,"school, point_of_interest, establishment",IDN.9.14.28.4_1
TCUC,"Jalan Telkom Gegerkalong, Sukarasa",-6.8724363,107.5884282,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.28.4_1
Bianglala School (KB-TK-SD),"Jalan Sari Endah No.19, Sukarasa",-6.8705467,107.5813567,OPERATIONAL,4.5,40,"school, point_of_interest, establishment",IDN.9.14.28.4_1
Elementary School Cipedes 5,"Jalan Gegerkalong Hilir No.79, Sukarasa",-6.8693205,107.5878622,OPERATIONAL,4.3,30,"primary_school, school, point_of_interest, establishment",IDN.9.14.28.4_1
Kinderland Preschool Bandung,"Jalan Professor Doktor Sutami No.73, Sukarasa",-6.8777835,107.5898147,OPERATIONAL,4.3,15,"school, point_of_interest, establishment",IDN.9.14.28.4_1
Permata Sari,"Jalan Sukahaji No.07, Sukarasa",-6.872202,107.585644,OPERATIONAL,4.8,5,"school, point_of_interest, establishment",IDN.9.14.28.4_1
Kasih Community School,Jalan Setra Murni Atas II No.5,-6.8736947,107.5826442,OPERATIONAL,5,4,"primary_school, school, point_of_interest, establishment",IDN.9.14.28.4_1
Bandung Independent School,Jalan Surya Sumantri No.61,-6.884798,107.5812436,OPERATIONAL,4.3,56,"school, point_of_interest, establishment",IDN.9.14.27.5_1
SD NEGERI 207 CIBOGO,"Jalan Cibogo No.78, Sukawarna",-6.8856026,107.5791003,OPERATIONAL,4.8,12,"primary_school, school, point_of_interest, establishment",IDN.9.14.27.5_1
TKQ Liwaul Hamd,"Jalan Cibogo No.63B, RT.001/RW.004, Sukawarna",-6.8863164,107.5793796,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.27.5_1
paud/TK mentari cibogo,"Jalan Terusan Cibogo Atas No.2, Sukawarna",-6.8836317,107.5789887,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.27.5_1
Majelis Ta'lim Al Musthofa,"Jalan Cibogo, Gg H.Musthofa Jalan Sukawarna RT.06/RW.03, Sukawarna",-6.8844537,107.5753788,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.27.5_1
Sekolah Radiance,"Jalan Hariangbanga No.5, Tamansari",-6.902383,107.6089337,OPERATIONAL,5,1,"primary_school, point_of_interest, school, establishment",IDN.9.14.8.3_1
Junior High School 40 Bandung,"Jalan Wastukencana No.75 Blok a, Tamansari",-6.9055322,107.6065504,OPERATIONAL,4.6,91,"point_of_interest, school, establishment",IDN.9.14.8.3_1
SD Linggawastu,"Jalan Linggawastu, Tamansari",-6.901674,107.6060042,OPERATIONAL,3.5,12,"point_of_interest, school, establishment",IDN.9.14.8.3_1
SMKN 3 Bandung,"Jalan Solontongan No.10, Turangga",-6.939371,107.6268739,OPERATIONAL,4.8,1067,"school, point_of_interest, establishment",IDN.9.14.22.7_1
PG&RA Nur Rahman,"Jalan Marakas No.9, Turangga",-6.9388625,107.6330408,OPERATIONAL,5,9,"school, point_of_interest, establishment",IDN.9.14.22.7_1
Senior High School 22 Bandung,"Jalan Rajamantri Kulon No.17A, Turangga",-6.9422093,107.6309167,OPERATIONAL,4.7,177,"school, point_of_interest, establishment",IDN.9.14.22.7_1
13 Junior High School Bandung,"Jalan Mutiara No.15, Turangga",-6.9355144,107.6226589,OPERATIONAL,4.5,258,"school, point_of_interest, establishment",IDN.9.14.22.7_1
Senior High School 8 Bandung,"Jalan Solontongan No.3, Turangga",-6.9388709,107.626036,OPERATIONAL,4.7,333,"school, point_of_interest, establishment",IDN.9.14.22.7_1
Karangpawulang Elementary School,"Jalan Karawitan No.81, Turangga",-6.9392132,107.6306852,OPERATIONAL,4.4,120,"primary_school, school, point_of_interest, establishment",IDN.9.14.22.7_1
Sekolah Hafizh Quran Bandung,"Jalan Kliningan No.23, Turangga",-6.9410365,107.6284935,OPERATIONAL,4.9,27,"school, point_of_interest, establishment",IDN.9.14.22.7_1
SMP Pasundan 6 Bandung,"Jalan Kliningan III No.11 A, Turangga",-6.9412325,107.6297412,OPERATIONAL,4.7,32,"school, point_of_interest, establishment",IDN.9.14.22.7_1
TK Harapan Bangsa Yayasan Pasundan Istri (PASI),"Jalan Wirangrong No.2, Turangga",-6.9358458,107.6290534,OPERATIONAL,5,3,"school, point_of_interest, establishment",IDN.9.14.22.7_1
TKQ-TPQ-MDT AL-ISTIQAMAH,"Jalan Cibuntu Timur No.191, RT.03/RW.04, Warung Muncang",-6.9243477,107.5781257,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.7.8_1
Sekolah Dasar Negeri Cibuntu 2,"Jalan Holis, Warung Muncang",-6.9229492,107.576043,OPERATIONAL,4.7,13,"primary_school, school, point_of_interest, establishment",IDN.9.14.7.8_1
MTs Al-Islam Bandung,"Jalan Soekarno-Hatta No.59 Simpang Holis Gg. Doeng D. Mahfudi, Kelurahan, Warung Muncang",-6.9247211,107.5758079,OPERATIONAL,4.9,83,"school, point_of_interest, establishment",IDN.9.14.7.8_1
SD Negeri 041 Cibuntu Warung Muncang,"Jalan Holis, Warung Muncang",-6.9228752,107.5759082,OPERATIONAL,4.4,18,"primary_school, school, point_of_interest, establishment",IDN.9.14.7.8_1
Madrasah Ibtidaiyah YPPI Bandung,"Jalan Soekarno Hatta, Warung Muncang",-6.9246994,107.5757113,OPERATIONAL,5,17,"school, point_of_interest, establishment",IDN.9.14.7.8_1
TK Bintari,"Jalan Cibuntu Sayuran No.11, RT.09/RW.06, Warung Muncang",-6.9257407,107.5776469,OPERATIONAL,4.5,6,"school, point_of_interest, establishment",IDN.9.14.7.8_1
SD Negeri Pasawahan 3,"Jalan Mochammad Toha No.383, Wates",-6.9576313,107.6129998,OPERATIONAL,4.2,25,"primary_school, school, point_of_interest, establishment",IDN.9.14.6.4_1
SD MI YAPISPA,"Jalan Curug Candung No.06, RT.01/RW.05, Wates",-6.9581958,107.6101895,OPERATIONAL,4.2,25,"primary_school, school, point_of_interest, establishment",IDN.9.14.6.4_1
