name,address,lat,lng,business_status,rating,user_ratings_total,types,ID_Kelurahan
TKQ NURFATWA,"Jalan Babakan Wadana RT.05/RW.08, Cipamokolan",-6.9465625,107.6778349,OPERATIONAL,4.6,5,"school, point_of_interest, establishment",IDN.9.14.25.1_1
RA Madinah,"Jalan Bina Asih Raya No.16, Cipamokolan",-6.9463745,107.6738443,OPERATIONAL,3.8,4,"school, point_of_interest, establishment",IDN.9.14.25.1_1
Karya Santosa,"Jalan Santosa Asih IV No.16, Cipamokolan",-6.9475647,107.6739757,OPERATIONAL,4.6,5,"school, point_of_interest, establishment",IDN.9.14.25.1_1
Lidzikri School,"Gang H. Abdul Majid, Cipamokolan",-6.9456743,107.6790589,OPERATIONAL,5,3,"primary_school, school, point_of_interest, establishment",IDN.9.14.25.1_1
Ahe Lestari Rancasari,"Jalan Rancaloa RT.05/RW.02, Cipamokolan",-6.9428074,107.6756116,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.25.1_1
SLB YPDP,"Kompleks, Jalan Santosa Asih Jalan Puri Asih VIII No.12, Cipamokolan",-6.9440285,107.6725129,OPERATIONAL,4.2,6,"school, point_of_interest, establishment",IDN.9.14.25.1_1
Al-Ikhlas Elementary School,"Jalan Karang Tineung Indah Dalam No.95-110, Cipedes",-6.8850889,107.5941366,OPERATIONAL,4.4,44,"primary_school, school, point_of_interest, establishment",IDN.9.14.27.1_1
TK AL-IKHLAS - YAYASAN IKHLASHUL AMAL,"Jalan Karang Tineung Indah Dalam No.84, RT.01/RW.04 Kel, Cipedes",-6.8852872,107.5941552,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.27.1_1
Pondok Pesantren (PP) Al Kaustar,"Jalan Cibarengkot, RT 02 RW 10, Sukajadi, Cipedes",-6.887615,107.593654,OPERATIONAL,1,1,"school, point_of_interest, establishment",IDN.9.14.27.1_1
SMP Negeri 74 Bandung,"Jalan Cipedes Tengah, Cipedes",-6.8863448,107.5917786,OPERATIONAL,4.7,15,"school, point_of_interest, establishment",IDN.9.14.27.1_1
SD Negeri 194 Sukajadi,"Jalan Karang Tineung No.5A, Cipedes",-6.8836524,107.5946112,OPERATIONAL,4.8,28,"primary_school, school, point_of_interest, establishment",IDN.9.14.27.1_1
Paguron Pencak Silat Saka Raga Putra Kusumah,"Jalan Gerhana No.4, Cirangrang",-6.9583207,107.5854048,OPERATIONAL,5,7,"school, point_of_interest, establishment",IDN.9.14.5.3_1
Pondok Pesantren Riyadlul Jannah,"Jalan Gerhana No.4, Cirangrang",-6.9582461,107.5865832,OPERATIONAL,4.6,103,"school, point_of_interest, establishment",IDN.9.14.5.3_1
SD Negeri Kopo Elok,"Jalan Buana No.8, Cirangrang",-6.9573589,107.5826231,OPERATIONAL,4.8,15,"primary_school, school, point_of_interest, establishment",IDN.9.14.5.3_1
MI ESA Al Muhajirin,"Gang Cirangrang Timur Samping No.67b, Cirangrang",-6.9545448,107.5857549,OPERATIONAL,4.9,8,"primary_school, school, point_of_interest, establishment",IDN.9.14.5.3_1
PAUD Al Muhajirin,"Gang Cirangrang Timur No.67B, Cirangrang",-6.9545394,107.5857555,OPERATIONAL,5,42,"school, point_of_interest, establishment",IDN.9.14.5.3_1
SLB Kasih Ibu,"Gang Cirangrang Timur No.7, Cirangrang",-6.9543038,107.5844308,OPERATIONAL,3.8,4,"school, point_of_interest, establishment",IDN.9.14.5.3_1
SMA TRINITAS,"Jalan Kebon Jati No.209, Ciroyom",-6.9168854,107.5916697,OPERATIONAL,4.8,92,"point_of_interest, school, establishment",IDN.9.14.1.2_1
Maria Bintang Laut Elementary School,"Jalan Kebon Jati No.209, RW.01, Ciroyom",-6.9169095,107.5924966,OPERATIONAL,4.6,32,"primary_school, point_of_interest, school, establishment",IDN.9.14.1.2_1
SMPN 23 Bandung,"Jalan Arjuna No.20-22, Ciroyom",-6.9148912,107.5893447,OPERATIONAL,4.6,96,"point_of_interest, school, establishment",IDN.9.14.1.2_1
Junior High School State 32 of Bandung City,"Pasar Andir, Jalan Arjuna No.18, Ciroyom",-6.9154667,107.5908688,OPERATIONAL,4.7,50,"point_of_interest, school, establishment",IDN.9.14.1.2_1
SD Negeri 098 Ciroyom,"Gang Sastra Jalan Taruna No.74, RW.04, Ciroyom",-6.9156939,107.5877706,OPERATIONAL,3.9,8,"primary_school, point_of_interest, school, establishment",IDN.9.14.1.2_1
Madrasah Nuurul Anwar 1,"Gang Kebon Jukut 2 No.34/26, RT.005/RW.005, Ciroyom",-6.9171808,107.5875992,OPERATIONAL,5,1,"point_of_interest, school, establishment",IDN.9.14.1.2_1
SMP Negeri 41 Bandung,"Jalan Arjuna No.18, Ciroyom",-6.9153588,107.5900917,OPERATIONAL,4.5,112,"point_of_interest, school, establishment",IDN.9.14.1.2_1
Sekolah Menengah Pertama Tahfizhul Qur'an Amanah Ummah,"Jalan Cicukang No.54, Cisaranten Bina Harapan",-6.9137432,107.6841189,OPERATIONAL,4.2,12,"school, point_of_interest, establishment",IDN.9.14.3.1_1
Pondok Pesantren Tahfizhul Qur'an Amanah Ummah Putri,"Jalan Cicukang No.54, Cisaranten Bina Harapan",-6.9137423,107.6835556,OPERATIONAL,4.7,21,"school, point_of_interest, establishment",IDN.9.14.3.1_1
At-Taqwa Islamic Elementary School,"Jalan Golf Selatan I No.32, Cisaranten Bina Harapan",-6.9149667,107.6861119,OPERATIONAL,4.9,186,"primary_school, school, point_of_interest, establishment",IDN.9.14.3.1_1
Sekolah Bintang Madani,"Jalan Trs Pesantren No.102, Cisaranten Bina Harapan",-6.9130796,107.6816464,OPERATIONAL,4.7,176,"school, point_of_interest, establishment",IDN.9.14.3.1_1
Ma'had Al-Mujaddid,"Jalan Golf Selatan â¤II No.99, RT.02/RW.10, Cisaranten Bina Harapan",-6.9164865,107.6859555,OPERATIONAL,5,8,"school, point_of_interest, establishment",IDN.9.14.3.1_1
MK Record Studio,"Jalan Golf Selatan Iâ¤ No.3, Cisaranten Bina Harapan",-6.9164622,107.6862559,OPERATIONAL,4.4,89,"school, university, store, point_of_interest, establishment",IDN.9.14.3.1_1
Pondok pesantren Tahfidzul Qur'an amanah ummah putra Arcamanik Bandung,Jalan Cicukang,-6.9136773,107.684344,OPERATIONAL,4,3,"school, point_of_interest, establishment",IDN.9.14.3.1_1
Madrasah Al Mudarrisiin,"Jalan Pawenang Cluster, Cisaranten Bina Harapan",-6.9116819,107.6879843,OPERATIONAL,4,3,"school, point_of_interest, establishment",IDN.9.14.3.1_1
TK Al Hikmah,"Jalan Cicukang No.25 Rt.02/06, Cisaranten Bina Harapan",-6.9114709,107.6830534,OPERATIONAL,5,3,"school, point_of_interest, establishment",IDN.9.14.3.1_1
RA At Taqwa,"Jalan Golf Selatan I No.32, Cisaranten Bina Harapan",-6.914952,107.686193,OPERATIONAL,4.1,7,"school, point_of_interest, establishment",IDN.9.14.3.1_1
TK Al Biruni Griya Caraka,"Jalan Cingised Jalan Kompleks Griya Caraka Raya No.1 Blok H, Cisaranten Endah",-6.9299144,107.6733491,OPERATIONAL,5,12,"school, point_of_interest, establishment",IDN.9.14.3.2_1
TKIT Permata Bunda,"Jalan Parakan Asri No.44, Cisaranten Endah",-6.932691,107.6727705,OPERATIONAL,4.7,3,"school, point_of_interest, establishment",IDN.9.14.3.2_1
SDIT Luqmanul Hakim,"Jalan Purnawira D13-D15, Cisaranten Endah",-6.9321025,107.6759779,OPERATIONAL,4.3,38,"primary_school, school, point_of_interest, establishment",IDN.9.14.3.2_1
KB/TK Ulil Albab,"Jalan Ulil Albab No.13, Cisaranten Endah",-6.9283631,107.6725502,OPERATIONAL,4.7,3,"school, point_of_interest, establishment",IDN.9.14.3.2_1
Lukmanul Hakim Insan Madani,"Jalan Cingised, Arcamanik, Komplek Griya Caraka No. 5, Cisaranten Endah",-6.9329258,107.6730972,OPERATIONAL,4.5,8,"school, point_of_interest, establishment",IDN.9.14.3.2_1
SMPIT Luqmanul Hakim Bandung,"Jalan Cingised No.531, Cisaranten Endah",-6.9315444,107.6757986,OPERATIONAL,4.8,33,"school, point_of_interest, establishment",IDN.9.14.3.2_1
TK Sarah Shabrina,"Jalan Parakan Saat No.60, Cisaranten Endah",-6.929076,107.6683362,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.3.2_1
Sekolah Dasar Negeri Prakarsa Nugraha,"Jalan Parakan Saat No.45, Cisaranten Endah",-6.9296627,107.6681199,OPERATIONAL,4,26,"primary_school, school, point_of_interest, establishment",IDN.9.14.3.2_1
SD Islam Al-Mu'izz,"Jalan Gedebage Selatan No.97, Cisaranten Kidul",-6.9473767,107.6895904,OPERATIONAL,4.7,17,"school, point_of_interest, establishment",IDN.9.14.20.2_1
Pondok Pesantren An-Nawawi,"Jalan Gedebage Selatan No.97, Cisaranten Kidul",-6.9472902,107.6889418,OPERATIONAL,4.3,6,"school, point_of_interest, establishment",IDN.9.14.20.2_1
Sekolah Dasar Negeri 215 Rancasagatan,"Jalan Rancasagatan No.1, Cisaranten Kidul",-6.9516359,107.6992541,OPERATIONAL,4.9,9,"primary_school, school, point_of_interest, establishment",IDN.9.14.20.2_1
Yayasan Pondok Pesantren Al-Munawwarah,"Jalan Gedebage Selatan No.15, Cisaranten Kidul",-6.9421134,107.6917123,OPERATIONAL,4.9,15,"school, point_of_interest, establishment",IDN.9.14.20.2_1
KB & TK ISLAM AL-MUIZZ,"Komp, Jalan Buana Soetta Residence Blok A No.10, RT.01/RW.15, Cisaranten Kidul",-6.9422131,107.6890664,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.20.2_1
Pesantren Tinggi Al Qur'an (PTQ) MAQDIS,"Jalan Riung Purna II No.18, Cisaranten Kidul",-6.9468553,107.6847894,OPERATIONAL,4.5,13,"school, point_of_interest, establishment",IDN.9.14.20.2_1
RANCAKAMURANG Madrasah Diniyah Al A 'rof,"Jalan. Rancakamurang, RT. 02 RW. 08, Gedebage, Cisaranten Kidul",-6.9429612,107.6872359,OPERATIONAL,4.4,7,"school, point_of_interest, establishment",IDN.9.14.20.2_1
Al-Islam Polytechnic Bandung,"Jalan Cisaranten Kulon No.120, Cisaranten Kulon",-6.9296096,107.6799366,OPERATIONAL,4.6,51,"university, school, point_of_interest, establishment",IDN.9.14.3.3_1
"KB, TK, SD Arvardia Islamic School","Jalan Cisaranten Kulon Raya No.24, Jalan Cisaranten Kulon Raya No.24, Cisaranten Kulon",-6.9264422,107.6827545,OPERATIONAL,4.8,27,"school, point_of_interest, establishment",IDN.9.14.3.3_1
SMK YPF Bandung,"Jalan Cisaranten Kulon Kelurahan No.105, Cisaranten Kulon",-6.9206493,107.684331,OPERATIONAL,4.6,82,"secondary_school, school, point_of_interest, establishment",IDN.9.14.3.3_1
SD Plus Al-Ghifari,"Jalan Cisaranten Kulon No.140, Cisaranten Kulon",-6.9338181,107.679649,OPERATIONAL,4.7,85,"primary_school, school, point_of_interest, establishment",IDN.9.14.3.3_1
KOBER BINA INSAN CENDIKIA,"Jalan Cisaranten Kulon IV No.43, Cisaranten Kulon",-6.9265038,107.6794338,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.3.3_1
TK Al-Ihsan Islamic School (Nursery and Kindergarten),"Jalan Cisaranten Kulon No.61, Cisaranten Kulon",-6.9256054,107.6830906,OPERATIONAL,5,7,"school, point_of_interest, establishment",IDN.9.14.3.3_1
Elementary school of Cisaranten Kulon,"Jalan Cisaranten Kulon No.78, Cisaranten Kulon",-6.9246908,107.683512,OPERATIONAL,4.6,12,"primary_school, school, point_of_interest, establishment",IDN.9.14.3.3_1
Pondok Pesantren Tahfidz Quran Hubbul Ayat,"Jalan Cisaranten Wetan II No.1, Cisaranten Wetan",-6.925412,107.6881345,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.18.2_1
Sekolah Kesetaraan Bandung,"Jalan Pesona Raya Perum Graha Pesona Blok B Nomor 4, Jalan Pesona Raya Perum Graha Pesona No.B4, Cisaranten Wetan",-6.923475,107.6863921,OPERATIONAL,4.8,4,"school, point_of_interest, establishment",IDN.9.14.18.2_1
MI Harun Ar Rasyid,"Jalan Cisaranten Wetan â£ No.56, Cisaranten Wetan",-6.9267623,107.6893783,OPERATIONAL,5,6,"school, point_of_interest, establishment",IDN.9.14.18.2_1
SMP IT Thariqul Jannah,"Jalan Cisaranten Wetan â£ No.58, Cisaranten Wetan",-6.926857,107.6895239,OPERATIONAL,4.1,8,"school, point_of_interest, establishment",IDN.9.14.18.2_1
SDN 123 BABAKAN PRIANGAN,"Jalan Babakan Priangan Raya No.29, RT.04/RW.1, Ciseureuh",-6.9468852,107.6134953,OPERATIONAL,4.8,32,"primary_school, school, point_of_interest, establishment",IDN.9.14.26.5_1
TK Baitul Hikmah,"Jalan Denki Selatan V No.38, Ciseureuh",-6.946502,107.61137,OPERATIONAL,4.1,9,"school, point_of_interest, establishment",IDN.9.14.26.5_1
SDS Al-Fatwa,"Jalan PLN Cigereleng No.101, Ciseureuh",-6.9506431,107.6133591,OPERATIONAL,4.7,18,"school, point_of_interest, establishment",IDN.9.14.26.5_1
SMP Al-Fatwa Bandung,"Komplek PLN Cigereleng, Jalan PLN Dalam No.21, Ciseureuh",-6.950424,107.6136964,OPERATIONAL,4.4,17,"primary_school, school, point_of_interest, establishment",IDN.9.14.26.5_1
SMA Nugraha,"Jalan PLN Dalam No.1, Ciseureuh",-6.9513925,107.6113824,OPERATIONAL,3.4,18,"school, point_of_interest, establishment",IDN.9.14.26.5_1
SD Nugraha,"Jalan Mochammad Toha, Ciseureuh",-6.9511972,107.6112718,OPERATIONAL,4.9,14,"primary_school, school, point_of_interest, establishment",IDN.9.14.26.5_1
Sekolah Perempuan,"Jalan. PLN Dalam 1 No. 1/203D RT. 05 RW. 05, Ciseureuh",-6.9526498,107.6120723,OPERATIONAL,5,29,"school, point_of_interest, establishment",IDN.9.14.26.5_1
SDN 112 Pamoyanan,"Gang Haji Ahmad, Ciseureuh",-6.9527636,107.6119367,OPERATIONAL,4.1,14,"school, point_of_interest, establishment",IDN.9.14.26.5_1
High School Al-Islam,"Jalan Cilengkrang 1 No.28, RT.04/RW.06, Cisurupan",-6.910036,107.7227732,OPERATIONAL,4.7,15,"point_of_interest, school, establishment",IDN.9.14.15.2_1
Sekolah Alam 'Aisyiyah Cibiru (SAACi),"1ciloa, Jalan Cilengkrang No.41, RT.001/RW.08, Cisurupan",-6.9042975,107.7247563,OPERATIONAL,5,9,"point_of_interest, school, establishment",IDN.9.14.15.2_1
Tkq Qurata A'yun,"Kp Jalan Cilengkrang 1 No.rt03/08, Cisurupan",-6.9033649,107.7236493,OPERATIONAL,5,1,"point_of_interest, school, establishment",IDN.9.14.15.2_1
Elementary School Cigagak,"Jalan Cilengkrang 1 No.153, Cisurupan",-6.907903,107.7245069,OPERATIONAL,4.5,17,"primary_school, point_of_interest, school, establishment",IDN.9.14.15.2_1
SMP AL ISLAM BANDUNG,"Jalan Cilengkrang 1 No.27, Cisurupan",-6.9092079,107.7229981,OPERATIONAL,4.2,10,"point_of_interest, school, establishment",IDN.9.14.15.2_1
Elementary School Hanura,"Jalan Ciwaru, Cisurupan",-6.8995551,107.7244331,OPERATIONAL,4.1,36,"primary_school, point_of_interest, school, establishment",IDN.9.14.15.2_1
PENABUR Banda School,"Jalan Banda No.19, Citarum",-6.9055272,107.6163354,OPERATIONAL,4.3,85,"primary_school, school, point_of_interest, establishment",IDN.9.14.8.2_1
Sekolah Dasar Yahya Kristen Yahya,"Jalan Progo No.4, Citarum",-6.904743,107.617272,OPERATIONAL,4.9,22,"primary_school, school, point_of_interest, establishment",IDN.9.14.8.2_1
Apple Tree Pre-School Bandung,"Jalan Sultan Tirtayasa No.35, Citarum",-6.9038582,107.6155619,OPERATIONAL,3.6,5,"school, point_of_interest, establishment",IDN.9.14.8.2_1
Kantor Sekretariat BPK PENABUR Bandung,"Jalan Banda No.19, Citarum",-6.9056313,107.616297,OPERATIONAL,4.8,27,"school, point_of_interest, establishment",IDN.9.14.8.2_1
Penabur International Kindergarten,"Jalan Bahureksa No.26, Citarum",-6.9054654,107.6154728,OPERATIONAL,2.3,3,"school, point_of_interest, establishment",IDN.9.14.8.2_1
Yayasan Taruna Bakti,"Jalan L. L. R.E. Martadinata No.52, Citarum",-6.9063723,107.6185581,OPERATIONAL,4.6,278,"school, point_of_interest, establishment",IDN.9.14.8.2_1
TK. Taruna Bakti,"Jalan L. L. R.E. Martadinata No.91, Citarum",-6.9055728,107.6196666,OPERATIONAL,4.6,9,"school, point_of_interest, establishment",IDN.9.14.8.2_1
Junior High School 7 Bandung,"Jalan Ambon No.23, Citarum",-6.9070661,107.6187631,OPERATIONAL,4.7,159,"school, point_of_interest, establishment",IDN.9.14.8.2_1
Sekolah Dasar Negeri Bandung Baru 2,"Jalan Bukit Raya Seletan No.298, Ciumbuleuit",-6.8638233,107.6068563,OPERATIONAL,4.3,3,"primary_school, school, point_of_interest, establishment",IDN.9.14.17.1_1
Sekolah Kristen Hidup Baru,"Jalan Ciumbuleuit No.160, Ciumbuleuit",-6.8655385,107.60608,OPERATIONAL,4.6,34,"school, point_of_interest, establishment",IDN.9.14.17.1_1
Global Prestasi School Bandung,"Allegro Altura Complex, Jalan Citra Green, Ciumbuleuit",-6.862115,107.6174406,OPERATIONAL,4.7,44,"school, point_of_interest, establishment",IDN.9.14.17.1_1
Pondok Pesantren HIDAYATUL MUNA,"Jalan Bukit Raya Atas No.60, Ciumbuleuit",-6.8601856,107.6073585,OPERATIONAL,5,8,"school, point_of_interest, establishment",IDN.9.14.17.1_1
Pesantren Manarul Huda,"Jalan Citra Green, Ciumbuleuit",-6.8628749,107.6194775,OPERATIONAL,4.9,21,"school, point_of_interest, establishment",IDN.9.14.17.1_1
SMP Negeri 52 Kota Bandung,"Jalan Bukit Raya Atas, Ciumbuleuit",-6.8606696,107.606352,OPERATIONAL,3.8,44,"school, point_of_interest, establishment",IDN.9.14.17.1_1
Sekolah Dasar Negeri Ciumbuleuit IV,"Jalan Bukit Raya No.298, Ciumbuleuit",-6.8638216,107.6068957,OPERATIONAL,5,2,"primary_school, school, point_of_interest, establishment",IDN.9.14.17.1_1
SDN 188 Bandung Baru,"Jalan. Bukit Raya Selatan No.298, Ciumbuleuit",-6.8639873,107.6067663,OPERATIONAL,4.3,10,"school, point_of_interest, establishment",IDN.9.14.17.1_1
Sekolah Menengah Pertama Pgri 2 Kota Bandung,"Jalan Ciumbuleuit Atas No.48, Ciumbuleuit",-6.8613018,107.6053073,OPERATIONAL,4.2,13,"school, point_of_interest, establishment",IDN.9.14.17.1_1
Sekolah Dasar Negeri 085 Ciumbuleuit,"Jalan Bukit Raya No.173, Ciumbuleuit",-6.8632153,107.6056025,OPERATIONAL,4.9,16,"primary_school, school, point_of_interest, establishment",IDN.9.14.17.1_1
SD Muhammadiyah 6,"Jalan. Ir.h. Juanda Kp. Bengkok , Dago",-6.8630482,107.6209327,OPERATIONAL,5,3,"primary_school, school, point_of_interest, establishment",IDN.9.14.17.1_1
Sekolah Menengah Pertama 35 Bandung,"Jalan Dago Pojok No.12, Dago, Coblong, Jalan Dago Barat No.54, Dago",-6.8746518,107.6169808,OPERATIONAL,4.5,84,"point_of_interest, school, establishment",IDN.9.14.19.2_1
Senior High School 19 Bandung,"Jalan Ir. Haji Juanda Jalan Dagopojok No.38, Dago",-6.8737165,107.6162923,OPERATIONAL,4.7,114,"point_of_interest, school, establishment",IDN.9.14.19.2_1
TK Darul Hikam 1 Bandung (PreK & Kindergarten),"Jalan Cisitu Indah No.16, Dago",-6.8777298,107.6129823,OPERATIONAL,4.6,31,"school, point_of_interest, establishment",IDN.9.14.19.2_1
PGTK & Day Care Bintang Puri Widya,"Jalan Bangbayang No.11, Sekeloa",-6.8808043,107.6170093,OPERATIONAL,4.6,19,"point_of_interest, school, establishment",IDN.9.14.19.2_1
SMA Islam Terpadu Miftahul Khoir,"Jalan Tubagus Ismail VIII No.60, Cigadung",-6.880306,107.621488,OPERATIONAL,4.8,59,"point_of_interest, school, establishment",IDN.9.14.19.2_1
Sekolah Alam Bandung,"Kp. Tanggulan - Dago Pojok, Coblong, Jalan Cikalapa 2 No.4, Dago",-6.8669265,107.6172382,OPERATIONAL,4.7,96,"point_of_interest, school, establishment",IDN.9.14.19.2_1
Al Falah Junior High School Bandung,"Jalan Cisitu Baru No.52, Dago",-6.8830069,107.6131,OPERATIONAL,4.2,57,"point_of_interest, school, establishment",IDN.9.14.19.2_1
SMA Al Falah Kota Bandung,Jalan Cisitu Baru No.52,-6.8830409,107.6130224,OPERATIONAL,4.6,86,"point_of_interest, school, establishment",IDN.9.14.19.2_1
TK Aisyiyah 5,"Jalan. Dago Barat, RT 008/05, 40135, Dago",-6.8749637,107.6169775,OPERATIONAL,4.7,7,"school, point_of_interest, establishment",IDN.9.14.19.2_1
Bandung Montessori School,"Jalan Dago Asri No.24, Dago",-6.8762805,107.6156773,OPERATIONAL,4.8,4,"point_of_interest, school, establishment",IDN.9.14.19.2_1
MI Al Hidayah Dago,"Jalan Dago Tengah No.RT.07/05, Dago",-6.8746488,107.6181462,OPERATIONAL,5,8,"point_of_interest, school, establishment",IDN.9.14.19.2_1
TK Al-Falah,"Jalan Dagopojok No.31 161C, RT.04/RW.05, Dago",-6.8730111,107.6178789,OPERATIONAL,5,4,"point_of_interest, school, establishment",IDN.9.14.19.2_1
SMPN 51 Bandung,"Jalan.Derwati, Derwati,",-6.9646015,107.6801073,OPERATIONAL,4.4,140,"school, point_of_interest, establishment",IDN.9.14.25.2_1
PAUD TERATAI,"Jalan Kerawang Rusunawa Rancacili Twin Blok 3 lantai 1Kel, Derwati",-6.9604863,107.6801735,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.25.2_1
Tk Al-Hamid Maryam,"Jalan Inten Sejahtera VI, Derwati",-6.9619687,107.6846838,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.25.2_1
TK RAUDHATUL ATHFAL GHINA FITRI,"Jalan Kemakmuran I, Derwati",-6.9578298,107.6805198,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.25.2_1
SDN 069 Cipamokolan Derwati,"Jalan Raya Derwati No.40, Derwati",-6.9649303,107.6831003,OPERATIONAL,4,34,"primary_school, school, point_of_interest, establishment",IDN.9.14.25.2_1
Vocational High School Adi Dharma Kencana,"Jalan Raya Derwati No.11a, Derwati",-6.9641661,107.6789355,OPERATIONAL,5,8,"secondary_school, school, point_of_interest, establishment",IDN.9.14.25.2_1
TK Al-Falah,Jalan Kebon Jeruk No.I No. 6,-6.9635286,107.6773508,OPERATIONAL,5,8,"school, point_of_interest, establishment",IDN.9.14.25.2_1
SLB-BC Bina Kasih,"Jalan Cipamokolan Jalan Kebon Jeruk No.II, Derwati",-6.9632379,107.6770774,OPERATIONAL,5,68,"school, point_of_interest, establishment",IDN.9.14.25.2_1
RA Ramadhian II,"Jalan Saluyu Indah XII Komplek Riung Bandung Permai No.37, Derwati",-6.9561863,107.6827446,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.25.2_1
MIN 2 kota bandung,"Jalan Cipamokolan, Derwati",-6.9629446,107.6766777,OPERATIONAL,5,5,"primary_school, school, point_of_interest, establishment",IDN.9.14.25.2_1
SDK 6 BPK Penabur,"Jalan Jend. Sudirman No.638, Dungus Cariang",-6.9174825,107.5780311,OPERATIONAL,4.6,45,"primary_school, school, point_of_interest, establishment",IDN.9.14.1.3_1
TKK 638 BPK PENABUR BANDUNG,"Jalan Jend. Sudirman No.638, Dungus Cariang",-6.9172275,107.5777121,OPERATIONAL,5,10,"school, point_of_interest, establishment",IDN.9.14.1.3_1
SDN 002 Karang Mulya,"Jalan. Rajawali Sakti No. 226, Dungus Cariang",-6.912546,107.5803724,OPERATIONAL,4.1,14,"primary_school, school, point_of_interest, establishment",IDN.9.14.1.3_1
SD Negeri Karang Taruna 1,"Jalan Halteu Utara No.149, Dungus Cariang",-6.9125176,107.5797294,OPERATIONAL,4.6,18,"primary_school, school, point_of_interest, establishment",IDN.9.14.1.3_1
TK YWKA,"Jalan Rajawali Barat No.6, Maleber",-6.91369,107.5763566,OPERATIONAL,4.5,4,"school, point_of_interest, establishment",IDN.9.14.1.4_1
SMA YWKA Bandung,"Jalan Elang II No.3, Garuda",-6.9141155,107.5759244,OPERATIONAL,4.4,59,"school, point_of_interest, establishment",IDN.9.14.1.4_1
SD Negeri 056 Garuda Dadali,"Jalan Dadali No.5, Garuda",-6.9116383,107.5770276,OPERATIONAL,4,27,"primary_school, school, point_of_interest, establishment",IDN.9.14.1.4_1
SD YWKA REL HOMY SCHOOL,"Jalan Rajawali I No.5, Garuda",-6.9127214,107.5772084,OPERATIONAL,4.7,33,"primary_school, school, point_of_interest, establishment",IDN.9.14.1.4_1
PAUD Dadali,"Jalan. Maleber Utara No.85/187 A, RT.02/RW.03 Kel, Garuda",-6.9096693,107.5764992,OPERATIONAL,2,2,"school, point_of_interest, establishment",IDN.9.14.1.4_1
"TK,SD,SMP & Independent homeschooling Dwisakti","Jalan Garuda No.58, Garuda",-6.912712,107.5776565,OPERATIONAL,4.1,16,"primary_school, school, health, point_of_interest, establishment",IDN.9.14.1.4_1
Bunda Rina School,"Jalan Garuda No.92, Garuda",-6.9096829,107.5782126,OPERATIONAL,5,4,"school, point_of_interest, establishment",IDN.9.14.1.4_1
SD Negeri 139 Sukarasa Bandung,"Jalan Gegerkalong Hilir No.82, Gegerkalong",-6.869271,107.588559,OPERATIONAL,4.6,15,"primary_school, school, point_of_interest, establishment",IDN.9.14.28.1_1
TK AT-TAQWA,"Jalan Intendans No.77, Gegerkalong",-6.866531,107.586153,OPERATIONAL,4.8,41,"school, point_of_interest, establishment",IDN.9.14.28.1_1
PG & TK Khas Daarut Tauhiid,"Jalan Gegerkalong Girang, MIDC 55, 40154, Isola",-6.8646144,107.5898226,OPERATIONAL,4.8,13,"school, point_of_interest, establishment",IDN.9.14.28.1_1
PAUD Tahfizh PINTAR 2,"Jalan Abadi I No.25, Gegerkalong",-6.8631912,107.5844177,OPERATIONAL,4.8,6,"school, point_of_interest, establishment",IDN.9.14.28.1_1
Ma'had Usyaqil Qur'an Bandung,"Jalan Kekal No.120 a, Gegerkalong",-6.8663191,107.5809652,OPERATIONAL,5,8,"school, point_of_interest, establishment",IDN.9.14.28.1_1
SD Pintar,"Jalan Abadi IV No.1, Gegerkalong",-6.8620823,107.5831186,OPERATIONAL,5,36,"school, point_of_interest, establishment",IDN.9.14.28.1_1
Sekolah Menengah Atas Kartika XIX-2,"Jalan Pak Gatot Raya No.73S, Gegerkalong",-6.8652756,107.5879544,OPERATIONAL,4.6,64,"secondary_school, school, point_of_interest, establishment",IDN.9.14.28.1_1
Madrasah Ibtidaiyah (MI) Al-Firdaus Kampus utama,"Jalan Gempol Asri XII No.4, Gempolsari",-6.9369941,107.5556709,OPERATIONAL,5,13,"primary_school, school, point_of_interest, establishment",IDN.9.14.7.7_1
TK Arroyan,"Jalan Dirgantara V No.10, Gempolsari",-6.9307508,107.5518714,OPERATIONAL,4.8,12,"school, point_of_interest, establishment",IDN.9.14.7.7_1
TK Permata Hati,"Komplek Gempol Sari Indah, Jalan. Wijaya Kusuma No. 38, Gempol Sari, Bandung Kulon, Gempolsari",-6.9301861,107.5543139,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.7.7_1
Sekolah Dasar Cahaya Nusantara,"Jalan Dirgantara III No.8, Gempolsari",-6.9286947,107.5537051,OPERATIONAL,3.9,7,"primary_school, school, point_of_interest, establishment",IDN.9.14.7.7_1
